ATM_ID,Location,DateTime,CashBalance,R10Notes,R20Notes,R50Notes,R100Notes,R200Notes,WithdrawalAmount,DepositAmount,Downtime
ATM006,Johannesburg Taxi Rank,2026-08-25T17:20:00,61020.00,2,4,2,3,0,500.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-26T09:10:00,60420.00,1,2,1,3,1,600.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-26T13:10:00,61820.00,0,0,2,0,0,100.00,1500.00,false
ATM006,Johannesburg Taxi Rank,2026-08-26T17:15:00,61220.00,4,3,2,4,0,600.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-27T09:30:00,60720.00,6,2,2,3,0,500.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-27T13:10:00,60560.00,5,3,5,3,0,660.00,500.00,false
ATM006,Johannesburg Taxi Rank,2026-08-27T17:10:00,60240.00,4,4,2,4,1,820.00,500.00,false
ATM006,Johannesburg Taxi Rank,2026-08-28T09:45:00,59740.00,1,7,1,3,0,500.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-28T13:00:00,60580.00,1,0,1,1,0,160.00,1000.00,false
ATM006,Johannesburg Taxi Rank,2026-08-28T17:45:00,59920.00,4,1,2,3,1,660.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-29T09:30:00,60940.00,2,3,4,2,0,480.00,1500.00,false
ATM006,Johannesburg Taxi Rank,2026-08-29T13:00:00,61580.00,0,3,0,3,0,360.00,1000.00,false
ATM006,Johannesburg Taxi Rank,2026-08-29T17:10:00,62720.00,2,2,4,1,0,360.00,1500.00,false
ATM006,Johannesburg Taxi Rank,2026-08-30T09:10:00,62860.00,2,7,4,0,0,360.00,500.00,false
ATM006,Johannesburg Taxi Rank,2026-08-30T13:45:00,62380.00,3,5,1,1,1,480.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-30T17:15:00,61780.00,0,0,0,2,2,600.00,0.00,false
